date,platform,country,placement_id,presentation_id,audience_id,ab_test_id,ab_test_variant_id,plan_id,clicks_on_purchase_button,ctr_on_purchase_button_by_screens_viewed,ctr_on_purchase_button_by_unique_viewers,conversions_to_offer_price,cvr_to_offer_price_by_screens_viewed,cvr_to_offer_price_by_unique_users,conversions_to_regular_price,cvr_to_regular_price_by_screens_viewed,cvr_to_regular_price_by_unique_users,total_conversions,cvr_total_by_screens_viewed,cvr_total_by_unique_users,for_reference_only_presentation_views_count,for_reference_only_unique_viewers_count
2025-07-28,GOOGLE_PLAY_STORE,AF,Onboarding_page,301,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_monthly_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1
2025-07-28,GOOGLE_PLAY_STORE,AF,Onboarding_page,3,,,,android_monthly_subscription_24,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AM,Onboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,1,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2
2025-07-28,GOOGLE_PLAY_STORE,AM,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,2,0.6667,0.6667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,3
2025-07-28,GOOGLE_PLAY_STORE,AO,Onboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,5,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15,9
2025-07-28,GOOGLE_PLAY_STORE,AO,Onboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,2,0.25,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,7
2025-07-28,GOOGLE_PLAY_STORE,AO,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,5,0.5556,0.5556,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,7
2025-07-28,GOOGLE_PLAY_STORE,AO,Onboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,2,0.1538,0.1538,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,11
2025-07-28,GOOGLE_PLAY_STORE,AO,banner_mt_results_page,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_annual_subscription_24,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,AO,homepage_button,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_monthly_subscription_25_7d_price,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,AO,homepage_button,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_annual_subscription_24,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,AR,On_app_opening,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_monthly_subscription_25_7d_price,1,0.0079,0.0079,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,126,92
2025-07-28,GOOGLE_PLAY_STORE,AR,On_app_opening,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_annual_subscription_24,3,0.0297,0.0297,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,101,85
2025-07-28,GOOGLE_PLAY_STORE,AR,Onboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,6,0.125,0.125,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,48,38
2025-07-28,GOOGLE_PLAY_STORE,AR,Onboarding_page,301,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,2,0.2857,0.2857,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,6
2025-07-28,GOOGLE_PLAY_STORE,AR,Onboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,7,0.1795,0.1795,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,39,30
2025-07-28,GOOGLE_PLAY_STORE,AR,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,5,0.122,0.122,2,0.0488,0.0541,2,0.0488,0.0541,2,0.0488,0.0541,41,37
2025-07-28,GOOGLE_PLAY_STORE,AR,Onboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,8,0.2424,0.2424,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,33,28
2025-07-28,GOOGLE_PLAY_STORE,AR,Onboarding_page,302,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,2,0.1667,0.1667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,8
2025-07-28,GOOGLE_PLAY_STORE,AR,Onboarding_page,302,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_monthly_subscription_25_7d,2,0.1667,0.1667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,8
2025-07-28,GOOGLE_PLAY_STORE,AR,banner_context_results_page,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_monthly_subscription_25_7d_price,1,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,3
2025-07-28,GOOGLE_PLAY_STORE,AR,banner_context_results_page,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_annual_subscription_24,1,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,3
2025-07-28,GOOGLE_PLAY_STORE,AR,homepage_button,210,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yealy_only_40,android_annual_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AR,homepage_button,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_monthly_subscription_25_7d_price,1,0.1111,0.1111,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,8
2025-07-28,GOOGLE_PLAY_STORE,AR,homepage_button,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_annual_subscription_24,2,0.2222,0.2222,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,8
2025-07-28,GOOGLE_PLAY_STORE,AR,banner_drawer,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_annual_subscription_24,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AR,Reonboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,2,0.6667,0.6667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,3
2025-07-28,GOOGLE_PLAY_STORE,AR,Reonboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AR,Reonboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,1,0.2,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,5
2025-07-28,GOOGLE_PLAY_STORE,AT,Onboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1
2025-07-28,GOOGLE_PLAY_STORE,AT,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,2,0.5,0.5,1,0.25,0.3333,0,0.0,0.0,1,0.25,0.3333,4,3
2025-07-28,GOOGLE_PLAY_STORE,AT,Onboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,1,0.1667,0.1667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,5
2025-07-28,GOOGLE_PLAY_STORE,AT,Onboarding_page,77,,,,android_annual_subscription_24,1,0.0714,0.0714,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,12
2025-07-28,GOOGLE_PLAY_STORE,AT,Onboarding_page,77,,,,android_monthly_subscription_24,1,0.0714,0.0714,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,12
2025-07-28,GOOGLE_PLAY_STORE,AT,Onboarding_page,3,,,,android_monthly_subscription_24,5,0.1515,0.1515,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,33,30
2025-07-28,GOOGLE_PLAY_STORE,AT,banner_mt_results_page,205,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_40_Monthly_5,android_annual_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AT,banner_mt_results_page,205,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_40_Monthly_5,android_monthly_subscription_25_7d_price,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AT,homepage_button,30,,,,android_monthly_subscription_24,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AT,Reonboarding_page,3,,,,android_monthly_subscription_24,1,0.2,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,5
2025-07-28,GOOGLE_PLAY_STORE,AU,Onboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,2,0.1818,0.1818,2,0.1818,0.2,2,0.1818,0.2,2,0.1818,0.2,11,10
2025-07-28,GOOGLE_PLAY_STORE,AU,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,7,0.4667,0.4667,4,0.2667,0.3077,2,0.1333,0.1538,4,0.2667,0.3077,15,13
2025-07-28,GOOGLE_PLAY_STORE,AU,Onboarding_page,302,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,1,0.2,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,5
2025-07-28,GOOGLE_PLAY_STORE,AU,Onboarding_page,302,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_monthly_subscription_25_7d,2,0.4,0.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,5
2025-07-28,GOOGLE_PLAY_STORE,AU,banner_mt_results_page,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_annual_subscription_24,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,AZ,Onboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,AZ,Onboarding_page,301,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1
2025-07-28,GOOGLE_PLAY_STORE,AZ,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,3,0.375,0.375,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,4
2025-07-28,GOOGLE_PLAY_STORE,AZ,Onboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,2,0.2,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,10
2025-07-28,GOOGLE_PLAY_STORE,AZ,Onboarding_page,3,,,,android_monthly_subscription_24,7,0.35,0.35,1,0.05,0.0588,0,0.0,0.0,1,0.05,0.0588,20,17
2025-07-28,GOOGLE_PLAY_STORE,AZ,homepage_button,30,,,,android_monthly_subscription_24,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1
2025-07-28,GOOGLE_PLAY_STORE,AZ,homepage_button,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_annual_subscription_24,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AZ,homepage_button,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_monthly_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,AZ,Reonboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BD,Onboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,5,0.2174,0.2174,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23,19
2025-07-28,GOOGLE_PLAY_STORE,BD,Onboarding_page,303,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,BD,Onboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,8,0.4706,0.4706,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,14
2025-07-28,GOOGLE_PLAY_STORE,BD,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,6,0.5455,0.5455,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,10
2025-07-28,GOOGLE_PLAY_STORE,BD,Onboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,4,0.1818,0.1818,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,22,14
2025-07-28,GOOGLE_PLAY_STORE,BD,Onboarding_page,77,,,,android_monthly_subscription_24,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BD,banner_mt_results_page,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_annual_subscription_24,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BD,homepage_button,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_monthly_subscription_25_7d_price,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BD,homepage_button,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_annual_subscription_24,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BD,homepage_button,206,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_only_30,android_annual_subscription_24,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BE,On_app_opening,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_annual_subscription_24,1,0.0182,0.0182,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,55,50
2025-07-28,GOOGLE_PLAY_STORE,BE,On_app_opening,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_monthly_subscription_25_7d,1,0.0182,0.0182,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,55,50
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,4,0.1143,0.1143,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,35,31
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,301,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_monthly_subscription_25_7d,2,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,6
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,303,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_annual_subscription_24,2,0.25,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,8
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,8,0.2424,0.2424,2,0.0606,0.0645,2,0.0606,0.0645,2,0.0606,0.0645,33,31
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,7,0.175,0.175,2,0.05,0.0588,2,0.05,0.0588,2,0.05,0.0588,40,34
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,5,0.1515,0.1515,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,33,26
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,77,,,,android_annual_subscription_24,1,0.1429,0.1429,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,7
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,77,,,,android_monthly_subscription_24,1,0.1429,0.1429,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,7
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,3,,,,android_monthly_subscription_24,16,0.3265,0.3265,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,49,41
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,302,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,2,0.1818,0.1818,1,0.0909,0.0909,0,0.0,0.0,1,0.0909,0.0909,11,11
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,302,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_annual_subscription_24,1,0.0625,0.0625,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16,16
2025-07-28,GOOGLE_PLAY_STORE,BE,Onboarding_page,302,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,1,0.0625,0.0625,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16,16
2025-07-28,GOOGLE_PLAY_STORE,BE,banner_context_results_page,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_monthly_subscription_25_7d_price,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BE,banner_context_results_page,30,,,,android_monthly_subscription_24,1,0.2,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,3
2025-07-28,GOOGLE_PLAY_STORE,BE,homepage_button,210,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yealy_only_40,android_annual_subscription_25_7d,1,0.25,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,4
2025-07-28,GOOGLE_PLAY_STORE,BE,homepage_button,55,,,,android_monthly_subscription_24,1,1.0,1.0,2,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1,1
2025-07-28,GOOGLE_PLAY_STORE,BE,homepage_button,204,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_5,android_monthly_subscription_25_7d_price,1,0.3333,0.3333,2,0.6667,0.6667,2,0.6667,0.6667,2,0.6667,0.6667,3,3
2025-07-28,GOOGLE_PLAY_STORE,BE,homepage_button,201,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_30_Monthly_4,android_annual_subscription_24,1,0.2,0.2,2,0.4,0.4,2,0.4,0.4,2,0.4,0.4,5,5
2025-07-28,GOOGLE_PLAY_STORE,BE,Reonboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,1,0.25,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,4
2025-07-28,GOOGLE_PLAY_STORE,BE,Reonboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,1,0.1429,0.1429,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,6
2025-07-28,GOOGLE_PLAY_STORE,BE,Reonboarding_page,3,,,,android_monthly_subscription_24,2,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,6
2025-07-28,GOOGLE_PLAY_STORE,BE,camera_translation,206,select_languages_en_fr_es_pt_ru_ar_it,all_other_placements,Yearly_only_30,android_annual_subscription_24,1,0.0476,0.0476,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,21,3
2025-07-28,GOOGLE_PLAY_STORE,BF,Onboarding_page,308,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,1,0.1667,0.1667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,4
2025-07-28,GOOGLE_PLAY_STORE,BF,Onboarding_page,301,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_annual_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,BF,Onboarding_page,301,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly40,android_monthly_subscription_25_7d,1,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,BF,Onboarding_page,303,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,2,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2
2025-07-28,GOOGLE_PLAY_STORE,BF,Onboarding_page,307,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,YearlyOnly30,android_annual_subscription_24,1,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,3
2025-07-28,GOOGLE_PLAY_STORE,BF,Onboarding_page,305,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly4,android_monthly_subscription_25_7d,5,0.7143,0.7143,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,7
2025-07-28,GOOGLE_PLAY_STORE,BF,Onboarding_page,306,native_variable_en_fr_es_pt_ru_it,onboarding_native_variable,MontlyOnly5,android_monthly_subscription_25_7d_price,2,0.3333,0.3333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,6
